image,class
dataset/3ayn/z89Typesetting_28 size.jpg,3ayn
dataset/3ayn/z89Typesetting_36 size.jpg,3ayn
dataset/3ayn/z89Typesetting_37 size.jpg,3ayn
dataset/3ayn/z89Unicode_22 size.jpg,3ayn
dataset/3ayn/z90iAndalus_18 size.jpg,3ayn
dataset/3ayn/z90Typesetting_28 size.jpg,3ayn
dataset/3ayn/z90Unicode_14 size.jpg,3ayn
dataset/3ayn/z90Unicode_17 size.jpg,3ayn
dataset/3ayn/z91iAndalus_24 size.jpg,3ayn
dataset/3ayn/z91Typesetting_28 size.jpg,3ayn
dataset/3ayn/z91Unicode_14 size.jpg,3ayn
dataset/3ayn/z91Unicode_17 size.jpg,3ayn
dataset/3ayn/z92iAndalus_24 size.jpg,3ayn
dataset/3ayn/z92Typesetting_28 size.jpg,3ayn
dataset/3ayn/z92Unicode_14 size.jpg,3ayn
dataset/3ayn/z92Unicode_17 size.jpg,3ayn
dataset/3ayn/z93iAndalus_24 size.jpg,3ayn
dataset/3ayn/z93Typesetting_20 size.jpg,3ayn
dataset/3ayn/z93Unicode_14 size.jpg,3ayn
dataset/3ayn/z93Unicode_17 size.jpg,3ayn
dataset/3ayn/z94iAndalus_24 size.jpg,3ayn
dataset/3ayn/z94Typesetting_20 size.jpg,3ayn
dataset/3ayn/z95iAndalus_17 size.jpg,3ayn
dataset/3ayn/z95Typesetting_20 size.jpg,3ayn
dataset/3ayn/z96iAndalus_17 size.jpg,3ayn
dataset/3ayn/z96Typesetting_20 size.jpg,3ayn
dataset/3ayn/z97iAndalus_17 size.jpg,3ayn
dataset/3ayn/z97Typesetting_27 size.jpg,3ayn
dataset/3ayn/z98iAndalus_17 size.jpg,3ayn
dataset/3ayn/z98Typesetting_27 size.jpg,3ayn
dataset/7aa/iAndalus_30 size36.jpg,7aa
dataset/7aa/iAndalus_30 size37.jpg,7aa
dataset/7aa/iAndalus_30 size38.jpg,7aa
dataset/7aa/iAndalus_30 size39.jpg,7aa
dataset/7aa/iAndalus_37 size24.jpg,7aa
dataset/7aa/iAndalus_37 size25.jpg,7aa
dataset/7aa/iAndalus_37 size26.jpg,7aa
dataset/7aa/iAndalus_37 size27.jpg,7aa
dataset/7aa/iAndalus_38 size24.jpg,7aa
dataset/7aa/iAndalus_38 size25.jpg,7aa
dataset/7aa/iAndalus_38 size26.jpg,7aa
dataset/7aa/iAndalus_38 size27.jpg,7aa
dataset/7aa/iAndalus_39 size23.jpg,7aa
dataset/7aa/iAndalus_39 size24.jpg,7aa
dataset/7aa/iAndalus_39 size25.jpg,7aa
dataset/7aa/iAndalus_39 size26.jpg,7aa
dataset/7aa/iArial_12 size18.jpg,7aa
dataset/7aa/iArial_12 size19.jpg,7aa
dataset/7aa/iArial_12 size20.jpg,7aa
dataset/7aa/iArial_12 size21.jpg,7aa
dataset/7aa/iArial_13 size15.jpg,7aa
dataset/7aa/iArial_13 size16.jpg,7aa
dataset/7aa/iArial_13 size17.jpg,7aa
dataset/7aa/iArial_13 size18.jpg,7aa
dataset/7aa/iArial_14 size12.jpg,7aa
dataset/7aa/iArial_14 size13.jpg,7aa
dataset/7aa/iArial_14 size14.jpg,7aa
dataset/7aa/iArial_14 size15.jpg,7aa
dataset/7aa/iArial_15 size10.jpg,7aa
dataset/7aa/iArial_15 size11.jpg,7aa
dataset/7aa/iArial_15 size12.jpg,7aa
dataset/7aa/iArial_15 size9.jpg,7aa
dataset/7aa/iArial_16 size6.jpg,7aa
dataset/7aa/iArial_16 size7.jpg,7aa
dataset/7aa/iArial_16 size8.jpg,7aa
dataset/7aa/iArial_16 size9.jpg,7aa
dataset/7aa/iArial_17 size3.jpg,7aa
dataset/7aa/iArial_17 size4.jpg,7aa
dataset/7aa/iArial_17 size5.jpg,7aa
dataset/7aa/iArial_17 size6.jpg,7aa
dataset/7aa/iArial_18 size2.jpg,7aa
dataset/7aa/iArial_18 size3.jpg,7aa
dataset/7aa/iArial_18 size4.jpg,7aa
dataset/7aa/iArial_18 size5.jpg,7aa
dataset/7aa/iArial_19 size1.jpg,7aa
dataset/7aa/iArial_19 size2.jpg,7aa
dataset/7aa/iArial_19 size3.jpg,7aa
dataset/7aa/iArial_19 size4.jpg,7aa
dataset/7aa/iArial_20 size0.jpg,7aa
dataset/7aa/iArial_20 size1.jpg,7aa
dataset/7aa/iArial_20 size2.jpg,7aa
dataset/7aa/iArial_20 size50.jpg,7aa
dataset/7aa/iArial_21 size0.jpg,7aa
dataset/7aa/iArial_21 size1.jpg,7aa
dataset/7aa/iArial_21 size47.jpg,7aa
dataset/7aa/iArial_21 size48.jpg,7aa
dataset/7aa/iArial_22 size0.jpg,7aa
dataset/7aa/iArial_22 size44.jpg,7aa
dataset/7aa/iArial_22 size45.jpg,7aa
dataset/7aa/iArial_22 size46.jpg,7aa
dataset/7aa/iArial_23 size0.jpg,7aa
dataset/7aa/iArial_23 size43.jpg,7aa
dataset/7aa/iArial_23 size44.jpg,7aa
dataset/7aa/iArial_23 size45.jpg,7aa
dataset/7aa/iArial_24 size40.jpg,7aa
dataset/7aa/iArial_24 size41.jpg,7aa
dataset/7aa/iArial_24 size42.jpg,7aa
dataset/7aa/iArial_24 size43.jpg,7aa
dataset/7aa/iArial_25 size37.jpg,7aa
dataset/7aa/iArial_25 size38.jpg,7aa
dataset/7aa/iArial_25 size39.jpg,7aa
dataset/7aa/iArial_25 size40.jpg,7aa
dataset/7aa/iArial_26 size34.jpg,7aa
dataset/7aa/iArial_26 size35.jpg,7aa
dataset/7aa/iArial_26 size36.jpg,7aa
dataset/7aa/iArial_26 size37.jpg,7aa
dataset/7aa/iArial_27 size33.jpg,7aa
dataset/7aa/iArial_27 size34.jpg,7aa
dataset/7aa/iArial_27 size35.jpg,7aa
dataset/7aa/iArial_27 size36.jpg,7aa
dataset/7aa/iArial_28 size30.jpg,7aa
dataset/7aa/iArial_28 size31.jpg,7aa
dataset/7aa/iArial_28 size32.jpg,7aa
dataset/7aa/iArial_28 size33.jpg,7aa
dataset/7aa/iArial_29 size28.jpg,7aa
dataset/7aa/iArial_29 size29.jpg,7aa
dataset/7aa/iArial_29 size30.jpg,7aa
dataset/7aa/iArial_29 size31.jpg,7aa
dataset/7aa/iArial_30 size27.jpg,7aa
dataset/7aa/iArial_30 size28.jpg,7aa
dataset/7aa/iArial_30 size29.jpg,7aa
dataset/7aa/iArial_30 size30.jpg,7aa
dataset/7aa/iArial_31 size23.jpg,7aa
dataset/7aa/iArial_31 size24.jpg,7aa
dataset/7aa/iArial_31 size25.jpg,7aa
dataset/7aa/iArial_31 size26.jpg,7aa
dataset/7aa/iArial_32 size23.jpg,7aa
dataset/7aa/iArial_32 size24.jpg,7aa
dataset/7aa/iArial_32 size25.jpg,7aa
dataset/7aa/iArial_32 size26.jpg,7aa
dataset/7aa/iArial_33 size20.jpg,7aa
dataset/7aa/iArial_33 size21.jpg,7aa
dataset/7aa/iArial_33 size22.jpg,7aa
dataset/7aa/iArial_33 size23.jpg,7aa
dataset/7aa/iArial_34 size19.jpg,7aa
dataset/7aa/iArial_34 size20.jpg,7aa
dataset/7aa/iArial_34 size21.jpg,7aa
dataset/7aa/iArial_34 size22.jpg,7aa
dataset/7aa/iArial_35 size19.jpg,7aa
dataset/7aa/iArial_35 size20.jpg,7aa
dataset/7aa/iArial_35 size21.jpg,7aa
dataset/7aa/iArial_35 size22.jpg,7aa
dataset/7aa/iArial_36 size17.jpg,7aa
dataset/7aa/iArial_36 size18.jpg,7aa
dataset/7aa/iArial_36 size19.jpg,7aa
dataset/7aa/iArial_36 size20.jpg,7aa
dataset/7aa/iArial_37 size17.jpg,7aa
dataset/7aa/iArial_37 size18.jpg,7aa
dataset/7aa/iArial_37 size19.jpg,7aa
dataset/7aa/iArial_37 size20.jpg,7aa
dataset/7aa/iArial_38 size14.jpg,7aa
dataset/7aa/iArial_38 size15.jpg,7aa
dataset/7aa/iArial_38 size16.jpg,7aa
dataset/7aa/iArial_38 size17.jpg,7aa
dataset/7aa/iArial_39 size14.jpg,7aa
dataset/7aa/iArial_39 size15.jpg,7aa
dataset/7aa/iArial_39 size16.jpg,7aa
dataset/7aa/iArial_39 size17.jpg,7aa
dataset/7aa/iArial_40 size14.jpg,7aa
dataset/7aa/iArial_40 size15.jpg,7aa
dataset/7aa/iArial_40 size16.jpg,7aa
dataset/7aa/iArial_40 size38.jpg,7aa
dataset/7aa/iCalibri_12 size24.jpg,7aa
dataset/7aa/iCalibri_12 size25.jpg,7aa
dataset/7aa/iCalibri_12 size26.jpg,7aa
dataset/7aa/iCalibri_12 size27.jpg,7aa
dataset/7aa/iCalibri_13 size21.jpg,7aa
dataset/7aa/iCalibri_13 size22.jpg,7aa
dataset/7aa/iCalibri_13 size23.jpg,7aa
dataset/7aa/iCalibri_13 size24.jpg,7aa
dataset/7aa/iCalibri_14 size18.jpg,7aa
dataset/7aa/iCalibri_14 size19.jpg,7aa
dataset/7aa/iCalibri_14 size20.jpg,7aa
dataset/7aa/iCalibri_14 size21.jpg,7aa
dataset/7aa/iCalibri_15 size14.jpg,7aa
dataset/7aa/iCalibri_15 size15.jpg,7aa
dataset/7aa/iCalibri_15 size16.jpg,7aa
dataset/7aa/iCalibri_15 size17.jpg,7aa
dataset/7aa/iCalibri_16 size12.jpg,7aa
dataset/7aa/iCalibri_16 size13.jpg,7aa
dataset/7aa/iCalibri_16 size14.jpg,7aa
dataset/7aa/iCalibri_16 size15.jpg,7aa
dataset/7aa/iCalibri_17 size10.jpg,7aa
dataset/7aa/iCalibri_17 size11.jpg,7aa
dataset/7aa/iCalibri_17 size8.jpg,7aa
dataset/7aa/iCalibri_17 size9.jpg,7aa
dataset/7aa/iCalibri_18 size10.jpg,7aa
dataset/7aa/iCalibri_18 size7.jpg,7aa
dataset/7aa/iCalibri_18 size8.jpg,7aa
dataset/7aa/iCalibri_18 size9.jpg,7aa
dataset/7aa/iCalibri_19 size5.jpg,7aa
dataset/7aa/iCalibri_19 size6.jpg,7aa
dataset/7aa/iCalibri_19 size7.jpg,7aa
dataset/7aa/iCalibri_19 size8.jpg,7aa
dataset/7aa/iCalibri_20 size3.jpg,7aa
dataset/7aa/iCalibri_20 size4.jpg,7aa
dataset/7aa/iCalibri_20 size5.jpg,7aa
dataset/7aa/iCalibri_20 size6.jpg,7aa
dataset/7aa/iCalibri_21 size2.jpg,7aa
dataset/7aa/iCalibri_21 size3.jpg,7aa
dataset/7aa/iCalibri_21 size4.jpg,7aa
dataset/7aa/iCalibri_21 size5.jpg,7aa
dataset/7aa/iCalibri_22 size1.jpg,7aa
dataset/7aa/iCalibri_22 size2.jpg,7aa
dataset/7aa/iCalibri_22 size3.jpg,7aa
dataset/7aa/iCalibri_22 size4.jpg,7aa
dataset/7aa/iCalibri_23 size0.jpg,7aa
dataset/7aa/iCalibri_23 size1.jpg,7aa
dataset/7aa/iCalibri_23 size2.jpg,7aa
dataset/7aa/iCalibri_23 size3.jpg,7aa
dataset/7aa/iCalibri_24 size0.jpg,7aa
dataset/7aa/iCalibri_24 size1.jpg,7aa
dataset/7aa/iCalibri_24 size2.jpg,7aa
dataset/7aa/iCalibri_24 size49.jpg,7aa
dataset/7aa/iCalibri_25 size0.jpg,7aa
dataset/7aa/iCalibri_25 size1.jpg,7aa
dataset/7aa/iCalibri_25 size46.jpg,7aa
dataset/7aa/iCalibri_25 size47.jpg,7aa
dataset/7aa/iCalibri_26 size0.jpg,7aa
dataset/7aa/iCalibri_26 size43.jpg,7aa
dataset/7aa/iCalibri_26 size44.jpg,7aa
dataset/7aa/iCalibri_26 size45.jpg,7aa
dataset/7aa/iCalibri_27 size0.jpg,7aa
dataset/7aa/iCalibri_27 size43.jpg,7aa
dataset/7aa/iCalibri_27 size44.jpg,7aa
dataset/7aa/iCalibri_27 size45.jpg,7aa
dataset/7aa/iCalibri_28 size40.jpg,7aa
dataset/7aa/iCalibri_28 size41.jpg,7aa
dataset/7aa/iCalibri_28 size42.jpg,7aa
dataset/7aa/iCalibri_28 size43.jpg,7aa
dataset/7aa/iCalibri_29 size37.jpg,7aa
dataset/7aa/iCalibri_29 size38.jpg,7aa
dataset/7aa/iCalibri_29 size39.jpg,7aa
dataset/7aa/iCalibri_29 size40.jpg,7aa
dataset/7aa/iCalibri_30 size36.jpg,7aa
dataset/7aa/iCalibri_30 size37.jpg,7aa
dataset/7aa/iCalibri_30 size38.jpg,7aa
dataset/7aa/iCalibri_30 size39.jpg,7aa
dataset/7aa/iCalibri_31 size33.jpg,7aa
dataset/7aa/iCalibri_31 size34.jpg,7aa
dataset/7aa/iCalibri_31 size35.jpg,7aa
dataset/7aa/iCalibri_31 size36.jpg,7aa
dataset/7aa/iCalibri_32 size30.jpg,7aa
dataset/7aa/iCalibri_32 size31.jpg,7aa
dataset/7aa/iCalibri_32 size32.jpg,7aa
dataset/7aa/iCalibri_32 size33.jpg,7aa
dataset/7aa/iCalibri_33 size29.jpg,7aa
dataset/7aa/iCalibri_33 size30.jpg,7aa
dataset/7aa/iCalibri_33 size31.jpg,7aa
dataset/7aa/iCalibri_33 size32.jpg,7aa
dataset/7aa/iCalibri_34 size27.jpg,7aa
dataset/7aa/iCalibri_34 size28.jpg,7aa
dataset/7aa/iCalibri_34 size29.jpg,7aa
dataset/7aa/iCalibri_34 size30.jpg,7aa
dataset/7aa/iCalibri_35 size26.jpg,7aa
dataset/7aa/iCalibri_35 size27.jpg,7aa
dataset/7aa/iCalibri_35 size28.jpg,7aa
dataset/7aa/iCalibri_35 size29.jpg,7aa
dataset/7aa/iCalibri_36 size25.jpg,7aa
dataset/7aa/iCalibri_36 size26.jpg,7aa
dataset/7aa/iCalibri_36 size27.jpg,7aa
dataset/7aa/iCalibri_36 size28.jpg,7aa
dataset/7aa/iCalibri_37 size22.jpg,7aa
dataset/7aa/iCalibri_37 size23.jpg,7aa
dataset/7aa/iCalibri_37 size24.jpg,7aa
dataset/7aa/iCalibri_37 size25.jpg,7aa
dataset/7aa/iCalibri_38 size22.jpg,7aa
dataset/7aa/iCalibri_38 size23.jpg,7aa
dataset/7aa/iCalibri_38 size24.jpg,7aa
dataset/7aa/iCalibri_38 size25.jpg,7aa
dataset/7aa/iCalibri_39 size21.jpg,7aa
dataset/7aa/iCalibri_39 size22.jpg,7aa
dataset/7aa/iCalibri_39 size23.jpg,7aa
dataset/7aa/iCalibri_39 size24.jpg,7aa
dataset/7aa/iCalibri_40 size19.jpg,7aa
dataset/7aa/iCalibri_40 size20.jpg,7aa
dataset/7aa/iCalibri_40 size21.jpg,7aa
dataset/7aa/iCalibri_40 size22.jpg,7aa
dataset/7aa/z0iAndalus_24 size.jpg,7aa
dataset/7aa/z0iAndalus_25 size.jpg,7aa
dataset/7aa/z0iAndalus_26 size.jpg,7aa
dataset/7aa/z0iAndalus_27 size.jpg,7aa
dataset/7aa/z0iAndalus_28 size.jpg,7aa
dataset/7aa/z0Typesetting_27 size.jpg,7aa
dataset/7aa/z0Typesetting_28 size.jpg,7aa
dataset/7aa/z0Typesetting_29 size.jpg,7aa
dataset/7aa/z0Typesetting_30 size.jpg,7aa
dataset/7aa/z0Typesetting_31 size.jpg,7aa
dataset/7aa/z0Typesetting_32 size.jpg,7aa
dataset/7aa/z0Unicode_17 size.jpg,7aa
dataset/7aa/z0Unicode_18 size.jpg,7aa
dataset/7aa/z0Unicode_19 size.jpg,7aa
dataset/7aa/z0Unicode_20 size.jpg,7aa
dataset/7aa/z0Unicode_22 size.jpg,7aa
dataset/7aa/z10iAndalus_17 size.jpg,7aa
dataset/7aa/z10iAndalus_18 size.jpg,7aa
dataset/7aa/z10iAndalus_19 size.jpg,7aa
dataset/7aa/z10Typesetting_13 size.jpg,7aa
dataset/7aa/z10Typesetting_20 size.jpg,7aa
dataset/7aa/z10Typesetting_21 size.jpg,7aa
dataset/7aa/z10Unicode_13 size.jpg,7aa
dataset/7aa/z10Unicode_14 size.jpg,7aa
dataset/7aa/z11iAndalus_17 size.jpg,7aa
dataset/7aa/z11iAndalus_18 size.jpg,7aa
dataset/7aa/z11Typesetting_13 size.jpg,7aa
dataset/7aa/z11Typesetting_20 size.jpg,7aa
dataset/7aa/z11Typesetting_21 size.jpg,7aa
dataset/7aa/z11Unicode_13 size.jpg,7aa
dataset/7aa/z11Unicode_14 size.jpg,7aa
dataset/7aa/z12iAndalus_17 size.jpg,7aa
dataset/7aa/z12iAndalus_18 size.jpg,7aa
dataset/7aa/z12Typesetting_12 size.jpg,7aa
dataset/7aa/z12Typesetting_13 size.jpg,7aa
dataset/7aa/z12Typesetting_19 size.jpg,7aa
dataset/7aa/z12Unicode_13 size.jpg,7aa
dataset/7aa/z12Unicode_14 size.jpg,7aa
dataset/7aa/z13iAndalus_16 size.jpg,7aa
dataset/7aa/z13iAndalus_17 size.jpg,7aa
dataset/7aa/z13Typesetting_12 size.jpg,7aa
dataset/7aa/z13Typesetting_19 size.jpg,7aa
dataset/7aa/z13Typesetting_20 size.jpg,7aa
dataset/7aa/z14iAndalus_16 size.jpg,7aa
dataset/7aa/z14Typesetting_12 size.jpg,7aa
dataset/7aa/z14Typesetting_18 size.jpg,7aa
dataset/7aa/z14Typesetting_19 size.jpg,7aa
dataset/7aa/z15iAndalus_16 size.jpg,7aa
dataset/7aa/z15Typesetting_12 size.jpg,7aa
dataset/7aa/z15Typesetting_18 size.jpg,7aa
dataset/7aa/z15Typesetting_19 size.jpg,7aa
dataset/7aa/z16iAndalus_15 size.jpg,7aa
dataset/7aa/z16iAndalus_16 size.jpg,7aa
dataset/7aa/z16Typesetting_18 size.jpg,7aa
dataset/7aa/z17iAndalus_15 size.jpg,7aa
dataset/7aa/z17Typesetting_17 size.jpg,7aa
dataset/7aa/z17Typesetting_18 size.jpg,7aa
dataset/7aa/z18iAndalus_15 size.jpg,7aa
dataset/7aa/z18Typesetting_17 size.jpg,7aa
dataset/7aa/z19iAndalus_14 size.jpg,7aa
dataset/7aa/z19iAndalus_15 size.jpg,7aa
dataset/7aa/z19Typesetting_17 size.jpg,7aa
dataset/7aa/z19Unicode_30 size.jpg,7aa
dataset/7aa/z1iAndalus_24 size.jpg,7aa
dataset/7aa/z1iAndalus_25 size.jpg,7aa
dataset/7aa/z1iAndalus_26 size.jpg,7aa
dataset/7aa/z1Typesetting_27 size.jpg,7aa
dataset/7aa/z1Typesetting_28 size.jpg,7aa
dataset/7aa/z1Typesetting_29 size.jpg,7aa
dataset/7aa/z1Typesetting_30 size.jpg,7aa
dataset/7aa/z1Unicode_17 size.jpg,7aa
dataset/7aa/z1Unicode_18 size.jpg,7aa
dataset/7aa/z1Unicode_19 size.jpg,7aa
dataset/7aa/z1Unicode_22 size.jpg,7aa
dataset/7aa/z20iAndalus_14 size.jpg,7aa
dataset/7aa/z20Typesetting_16 size.jpg,7aa
dataset/7aa/z20Typesetting_17 size.jpg,7aa
dataset/7aa/z20Unicode_30 size.jpg,7aa
dataset/7aa/z21iAndalus_14 size.jpg,7aa
dataset/7aa/z21Typesetting_16 size.jpg,7aa
dataset/7aa/z21Unicode_30 size.jpg,7aa
dataset/7aa/z22Typesetting_15 size.jpg,7aa
dataset/7aa/z22Typesetting_16 size.jpg,7aa
dataset/7aa/z22Unicode_29 size.jpg,7aa
dataset/7aa/z22Unicode_30 size.jpg,7aa
dataset/7aa/z23Typesetting_15 size.jpg,7aa
dataset/7aa/z23Typesetting_16 size.jpg,7aa
dataset/7aa/z23Unicode_27 size.jpg,7aa
dataset/7aa/z23Unicode_28 size.jpg,7aa
dataset/7aa/z23Unicode_29 size.jpg,7aa
dataset/7aa/z24Typesetting_15 size.jpg,7aa
dataset/7aa/z24Unicode_27 size.jpg,7aa
dataset/7aa/z24Unicode_28 size.jpg,7aa
dataset/7aa/z24Unicode_29 size.jpg,7aa
dataset/7aa/z25iAndalus_36 size.jpg,7aa
dataset/7aa/z25Typesetting_14 size.jpg,7aa
dataset/7aa/z25Typesetting_15 size.jpg,7aa
dataset/7aa/z25Unicode_27 size.jpg,7aa
dataset/7aa/z25Unicode_28 size.jpg,7aa
dataset/7aa/z25Unicode_29 size.jpg,7aa
dataset/7aa/z26iAndalus_36 size.jpg,7aa
dataset/7aa/z26Typesetting_14 size.jpg,7aa
dataset/7aa/z26Unicode_26 size.jpg,7aa
dataset/7aa/z26Unicode_27 size.jpg,7aa
dataset/7aa/z26Unicode_28 size.jpg,7aa
dataset/7aa/z27iAndalus_35 size.jpg,7aa
dataset/7aa/z27iAndalus_36 size.jpg,7aa
dataset/7aa/z27Typesetting_14 size.jpg,7aa
dataset/7aa/z27Unicode_26 size.jpg,7aa
dataset/7aa/z28iAndalus_35 size.jpg,7aa
dataset/7aa/z28iAndalus_36 size.jpg,7aa
dataset/7aa/z28Typesetting_14 size.jpg,7aa
dataset/7aa/z28Unicode_26 size.jpg,7aa
dataset/7aa/z29iAndalus_35 size.jpg,7aa
dataset/7aa/z29Typesetting_40 size.jpg,7aa
dataset/7aa/z29Unicode_25 size.jpg,7aa
dataset/7aa/z29Unicode_26 size.jpg,7aa
dataset/7aa/z2iAndalus_23 size.jpg,7aa
dataset/7aa/z2iAndalus_24 size.jpg,7aa
dataset/7aa/z2iAndalus_25 size.jpg,7aa
dataset/7aa/z2Typesetting_25 size.jpg,7aa
dataset/7aa/z2Typesetting_26 size.jpg,7aa
dataset/7aa/z2Typesetting_27 size.jpg,7aa
dataset/7aa/z2Typesetting_28 size.jpg,7aa
dataset/7aa/z2Unicode_16 size.jpg,7aa
dataset/7aa/z2Unicode_17 size.jpg,7aa
dataset/7aa/z2Unicode_18 size.jpg,7aa
dataset/7aa/z2Unicode_22 size.jpg,7aa
dataset/7aa/z30iAndalus_33 size.jpg,7aa
dataset/7aa/z30iAndalus_34 size.jpg,7aa
dataset/7aa/z30iAndalus_35 size.jpg,7aa
dataset/7aa/z30Typesetting_38 size.jpg,7aa
dataset/7aa/z30Typesetting_39 size.jpg,7aa
dataset/7aa/z30Typesetting_40 size.jpg,7aa
dataset/7aa/z30Unicode_25 size.jpg,7aa
dataset/7aa/z31iAndalus_33 size.jpg,7aa
dataset/7aa/z31iAndalus_34 size.jpg,7aa
dataset/7aa/z31Typesetting_38 size.jpg,7aa
dataset/7aa/z31Typesetting_39 size.jpg,7aa
dataset/7aa/z31Typesetting_40 size.jpg,7aa
dataset/7aa/z31Unicode_25 size.jpg,7aa
dataset/7aa/z32iAndalus_33 size.jpg,7aa
dataset/7aa/z32iAndalus_34 size.jpg,7aa
dataset/7aa/z32Typesetting_38 size.jpg,7aa
dataset/7aa/z32Typesetting_39 size.jpg,7aa
dataset/7aa/z32Typesetting_40 size.jpg,7aa
dataset/7aa/z32Unicode_25 size.jpg,7aa
dataset/7aa/z33iAndalus_32 size.jpg,7aa
dataset/7aa/z33iAndalus_33 size.jpg,7aa
dataset/7aa/z33iAndalus_34 size.jpg,7aa
dataset/7aa/z33Typesetting_37 size.jpg,7aa
dataset/7aa/z33Typesetting_38 size.jpg,7aa
dataset/7aa/z33Typesetting_39 size.jpg,7aa
dataset/7aa/z34iAndalus_31 size.jpg,7aa
dataset/7aa/z34iAndalus_32 size.jpg,7aa
dataset/7aa/z34Typesetting_36 size.jpg,7aa
dataset/7aa/z34Typesetting_37 size.jpg,7aa
dataset/7aa/z34Unicode_23 size.jpg,7aa
dataset/7aa/z35iAndalus_31 size.jpg,7aa
dataset/7aa/z35iAndalus_32 size.jpg,7aa
dataset/7aa/z35Typesetting_36 size.jpg,7aa
dataset/7aa/z35Typesetting_37 size.jpg,7aa
dataset/7aa/z35Unicode_23 size.jpg,7aa
dataset/7aa/z36iAndalus_31 size.jpg,7aa
dataset/7aa/z36iAndalus_32 size.jpg,7aa
dataset/7aa/z36Typesetting_36 size.jpg,7aa
dataset/7aa/z36Typesetting_37 size.jpg,7aa
dataset/7aa/z36Unicode_23 size.jpg,7aa
dataset/7aa/z37iAndalus_31 size.jpg,7aa
dataset/7aa/z37Typesetting_35 size.jpg,7aa
dataset/7aa/z37Typesetting_36 size.jpg,7aa
dataset/7aa/z37Unicode_22 size.jpg,7aa
dataset/7aa/z37Unicode_23 size.jpg,7aa
dataset/7aa/z38Typesetting_34 size.jpg,7aa
dataset/7aa/z38Typesetting_35 size.jpg,7aa
dataset/7aa/z38Unicode_22 size.jpg,7aa
dataset/7aa/z39iAndalus_29 size.jpg,7aa
dataset/7aa/z39Typesetting_34 size.jpg,7aa
dataset/7aa/z39Typesetting_35 size.jpg,7aa
dataset/7aa/z39Unicode_22 size.jpg,7aa
dataset/7aa/z3iAndalus_22 size.jpg,7aa
dataset/7aa/z3iAndalus_23 size.jpg,7aa
dataset/7aa/z3iAndalus_24 size.jpg,7aa
dataset/7aa/z3Typesetting_24 size.jpg,7aa
dataset/7aa/z3Typesetting_25 size.jpg,7aa
dataset/7aa/z3Typesetting_26 size.jpg,7aa
dataset/7aa/z3Typesetting_27 size.jpg,7aa
dataset/7aa/z3Unicode_15 size.jpg,7aa
dataset/7aa/z3Unicode_16 size.jpg,7aa
dataset/7aa/z3Unicode_17 size.jpg,7aa
dataset/7aa/z40iAndalus_29 size.jpg,7aa
dataset/7aa/z40Typesetting_34 size.jpg,7aa
dataset/7aa/z40Typesetting_35 size.jpg,7aa
dataset/7aa/z40Unicode_22 size.jpg,7aa
dataset/7aa/z41iAndalus_29 size.jpg,7aa
dataset/7aa/z41Typesetting_33 size.jpg,7aa
dataset/7aa/z41Typesetting_34 size.jpg,7aa
dataset/7aa/z41Unicode_21 size.jpg,7aa
dataset/7aa/z41Unicode_22 size.jpg,7aa
dataset/7aa/z42iAndalus_28 size.jpg,7aa
dataset/7aa/z42iAndalus_29 size.jpg,7aa
dataset/7aa/z42Typesetting_33 size.jpg,7aa
dataset/7aa/z42Unicode_21 size.jpg,7aa
dataset/7aa/z43iAndalus_27 size.jpg,7aa
dataset/7aa/z43iAndalus_28 size.jpg,7aa
dataset/7aa/z43Typesetting_32 size.jpg,7aa
dataset/7aa/z43Typesetting_33 size.jpg,7aa
dataset/7aa/z43Unicode_20 size.jpg,7aa
dataset/7aa/z43Unicode_21 size.jpg,7aa
dataset/7aa/z44iAndalus_27 size.jpg,7aa
dataset/7aa/z44iAndalus_28 size.jpg,7aa
dataset/7aa/z44Typesetting_31 size.jpg,7aa
dataset/7aa/z44Typesetting_32 size.jpg,7aa
dataset/7aa/z44Typesetting_33 size.jpg,7aa
dataset/7aa/z44Unicode_20 size.jpg,7aa
dataset/7aa/z44Unicode_21 size.jpg,7aa
dataset/7aa/z45iAndalus_26 size.jpg,7aa
dataset/7aa/z45iAndalus_27 size.jpg,7aa
dataset/7aa/z45Typesetting_31 size.jpg,7aa
dataset/7aa/z45Typesetting_32 size.jpg,7aa
dataset/7aa/z45Unicode_20 size.jpg,7aa
dataset/7aa/z46iAndalus_26 size.jpg,7aa
dataset/7aa/z46Typesetting_30 size.jpg,7aa
dataset/7aa/z46Typesetting_31 size.jpg,7aa
dataset/7aa/z46Unicode_19 size.jpg,7aa
dataset/7aa/z47Typesetting_29 size.jpg,7aa
dataset/7aa/z47Typesetting_30 size.jpg,7aa
dataset/7aa/z47Unicode_19 size.jpg,7aa
dataset/7aa/z48iAndalus_25 size.jpg,7aa
dataset/7aa/z48Typesetting_29 size.jpg,7aa
dataset/7aa/z49Typesetting_28 size.jpg,7aa
dataset/7aa/z49Unicode_18 size.jpg,7aa
dataset/7aa/z4iAndalus_21 size.jpg,7aa
dataset/7aa/z4iAndalus_22 size.jpg,7aa
dataset/7aa/z4iAndalus_23 size.jpg,7aa
dataset/7aa/z4Typesetting_24 size.jpg,7aa
dataset/7aa/z4Typesetting_25 size.jpg,7aa
dataset/7aa/z4Typesetting_26 size.jpg,7aa
dataset/7aa/z4Unicode_15 size.jpg,7aa
